Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,Developer,Rating
GBA,2003.0,Simulation,"Destination Software, Inc",0.05,70.0,8.3,Raylight Studios,T
PS2,2006.0,Action,Atari,0.05,69.0,7.2,Double Helix Games,M
XB,2002.0,Sports,Sega,0.05,80.0,8.5,Black Box,E
PS3,2014.0,Shooter,City Interactive,0.05,43.0,6.0,CI Games,M
Wii,2009.0,Strategy,Playlogic Game Factory,0.05,66.0,7.5,Icon Games,E
GC,2002.0,Action,Eidos Interactive,0.05,71.0,7.5,Crystal Dynamics,M
DS,2008.0,Adventure,Empire Interactive,0.05,66.0,7.5,Now Production,T
PSP,2009.0,Simulation,Graffiti,0.05,36.0,7.5,Cowboy Rodeo,T
XB,2004.0,Racing,Global Star,0.05,64.0,7.5,Argonaut Games,E
XB,2003.0,Shooter,Zoo Digital Publishing,0.05,55.0,7.5,Terminal Reality,T
PSP,2006.0,Puzzle,Atari,0.05,62.0,7.5,Q Entertainment,E10+
PC,2010.0,Shooter,Square Enix,0.05,63.0,5.1,Double Helix Games,T
PS2,2001.0,Sports,Konami Digital Entertainment,0.05,50.0,7.5,Konami,E
XB,2005.0,Action,Tecmo Koei,0.05,66.0,8.0,Omega Force,T
GBA,2002.0,Sports,Electronic Arts,0.05,76.0,7.5,Exient Entertainment,E
PS2,2004.0,Simulation,Tecmo Koei,0.05,65.0,7.5,Micro Cabin,T
PC,2014.0,Action,Square Enix,0.05,59.0,7.4,Airtight Games,M
PSP,2006.0,Misc,Activision,0.05,75.0,7.5,Digital Eclipse,E
PS2,2001.0,Shooter,Sony Computer Entertainment,0.05,78.0,8.3,UGA,E
XB,2006.0,Sports,Midway Games,0.05,59.0,7.5,Blue Shift,E10+
PSP,2008.0,Role-Playing,Idea Factory,0.05,57.0,7.8,Idea Factory,T
GBA,2002.0,Role-Playing,Taito,0.05,76.0,8.3,Taito Corporation,E
XB,2004.0,Sports,Electronic Arts,0.05,74.0,8.1,EA Canada,E
PC,2011.0,Simulation,Kalypso Media,0.05,57.0,5.5,Kalypso,E
PSP,2007.0,Action,Destineer,0.05,41.0,7.5,Empire Oxford,E
GC,2003.0,Role-Playing,Ubisoft,0.05,51.0,8.0,Imagineer,E
PC,2011.0,Simulation,Ubisoft,0.05,60.0,7.1,1C: Maddox Games,T
XB,2003.0,Sports,Midway Games,0.05,71.0,6.6,Midway,E
DS,2009.0,Role-Playing,Graffiti,0.05,58.0,7.5,Studio Archcraft,E
PSP,2006.0,Platform,Konami Digital Entertainment,0.05,68.0,7.3,Backbone Entertainment,T
XB,2003.0,Sports,Activision,0.05,80.0,8.8,Shaba Games,E
PS4,2016.0,Platform,Deep Silver,0.05,52.0,3.5,Inti Creates,E10+
PS2,2006.0,Action,Namco Bandai Games,0.05,66.0,7.2,Grasshopper Manufacture,T
DS,2008.0,Action,SouthPeak Games,0.05,59.0,7.5,Lexis Numerique,E
PC,2007.0,Shooter,Electronic Arts,0.05,78.0,7.3,Electronic Arts,T
Wii,2007.0,Action,Nordcurrent,0.05,57.0,7.5,RED Entertainment,E
XB,2004.0,Action,Konami Digital Entertainment,0.05,61.0,7.5,Krome Studios,T
PC,2011.0,Strategy,1C Company,0.05,77.0,8.2,"THQ, 1C, 1C Company",T
DS,2008.0,Role-Playing,Nippon Ichi Software,0.05,67.0,6.8,Nippon Ichi Software,E
XB,2005.0,Adventure,Ubisoft,0.05,75.0,7.5,Ubisoft Montreal,T
XOne,2016.0,Action,Deep Silver,0.05,67.0,4.9,Techland,M
WiiU,2013.0,Platform,Namco Bandai Games,0.05,58.0,6.5,"Namco Bandai Games, Monkey Bar Games",E10+
GC,2002.0,Sports,Sega,0.05,58.0,6.0,Amusement Vision,E
X360,2007.0,Sports,Electronic Arts,0.05,72.0,8.2,EA Canada,E
PC,2015.0,Racing,Codemasters,0.05,61.0,3.6,Codemasters,E
GC,2002.0,Platform,Ubisoft,0.05,46.0,7.5,Ubisoft,E
DS,2009.0,Action,Playlogic Game Factory,0.05,58.0,6.0,Engine Software,E10+
PC,2011.0,Action,Bethesda Softworks,0.05,61.0,6.6,InXile Entertainment,M
PS2,2004.0,Racing,Evolved Games,0.05,54.0,7.5,Argonaut Games,T
Wii,2009.0,Misc,Majesco Entertainment,0.05,46.0,7.5,NanaOn-Sha,E
XB,2003.0,Action,Sega,0.05,79.0,8.3,From Software,T
PS2,2005.0,Action,JoWood Productions,0.05,72.0,7.3,Neon Studios,E10+
X360,2010.0,Fighting,Konami Digital Entertainment,0.05,49.0,6.3,Immersion Software & Graphics,T
GC,2003.0,Platform,Gotham Games,0.05,70.0,8.0,Doki Denki,E
PC,2010.0,Action,Ubisoft,0.05,66.0,3.8,Ubisoft,T
XB,2004.0,Role-Playing,Avalon Interactive,0.05,66.0,5.5,Interplay,M
XB,2003.0,Racing,Codemasters,0.05,71.0,7.8,Codemasters,E
XB,2004.0,Puzzle,505 Games,0.05,74.0,7.5,Taito Corporation,E
XB,2002.0,Racing,Activision,0.05,69.0,7.5,Climax Group,E
PS4,2016.0,Shooter,Tripwire Interactive,0.05,76.0,8.0,Tripwire Interactive,M
PS2,2002.0,Racing,Sony Computer Entertainment,0.05,70.0,4.4,Sega AM2,E
PC,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.05,76.0,5.1,High Voltage Software,M
PC,2011.0,Simulation,Paradox Interactive,0.05,70.0,7.7,Colossal Order,E
PS2,2002.0,Adventure,3DO,0.05,37.0,5.9,3DO,T
XOne,2015.0,Action,Tecmo Koei,0.05,48.0,7.1,Omega Force,T
PSP,2010.0,Fighting,SouthPeak Games,0.05,50.0,6.5,Point of View,T
X360,2014.0,Role-Playing,Deep Silver,0.05,51.0,4.1,Deep Silver,M
PC,2009.0,Role-Playing,DTP Entertainment,0.05,61.0,6.8,Deck 13,T
PC,2009.0,Shooter,Codemasters,0.05,76.0,4.9,Codemasters,M
XOne,2015.0,Role-Playing,Deep Silver,0.05,77.0,7.1,InXile Entertainment,M
X360,2010.0,Shooter,505 Games,0.05,33.0,6.6,"Buka Entertainment, Targem Games",M
GBA,2005.0,Role-Playing,Atari,0.05,68.0,8.2,WayForward,E10+
DS,2007.0,Simulation,Ertain,0.05,66.0,7.5,Sonic Powered,E
DS,2007.0,Action,Atlus,0.05,71.0,7.5,Noise Factory,E
GBA,2003.0,Sports,Electronic Arts,0.05,82.0,7.9,Exient Entertainment,E
PS2,2002.0,Racing,Avalon Interactive,0.05,69.0,7.5,SmartDog,E
GC,2002.0,Misc,Electronic Arts,0.05,39.0,7.8,Neverland,E
PC,2013.0,Shooter,Take-Two Interactive,0.05,66.0,6.5,2K Marin,M
Wii,2009.0,Action,Oxygen Interactive,0.05,53.0,7.5,Gameinvest,E
DS,2008.0,Shooter,Codemasters,0.05,75.0,7.8,Shin'en,E
DS,2008.0,Role-Playing,Sting,0.05,60.0,7.0,Suzak,E10+
PSP,2007.0,Shooter,Ignition Entertainment,0.05,78.0,7.4,Terminal Reality,T
Wii,2011.0,Adventure,Telltale Games,0.05,66.0,4.1,Iron Galaxy Studios,T
XB,2002.0,Simulation,Phantagram,0.05,74.0,8.3,Genki,T
PS2,2001.0,Sports,Tecmo Koei,0.05,58.0,6.3,Cave,E
DC,2000.0,Shooter,Sega,0.05,83.0,7.8,Smilebit,M
PSP,2006.0,Platform,Activision,0.05,58.0,7.5,Amaze Entertainment,E
Wii,2007.0,Misc,Atari,0.05,26.0,2.8,Atomic Planet Entertainment,E
DS,2007.0,Puzzle,Eidos Interactive,0.05,73.0,7.5,Game Sauce,E
DS,2006.0,Action,From Software,0.05,37.0,5.1,From Software,T
GC,2003.0,Misc,TDK Mediactive,0.05,40.0,7.3,Mass Media,E
GC,2003.0,Racing,Ubisoft,0.05,49.0,7.5,Ubisoft,E
DS,2006.0,Sports,Take-Two Interactive,0.05,51.0,7.5,Indie Built,E
GC,2004.0,Adventure,Codemasters,0.05,77.0,8.5,Free Radical Design,T
GBA,2001.0,Puzzle,Sega,0.05,84.0,7.5,Sonic Team,E
GC,2002.0,Fighting,Konami Digital Entertainment,0.05,60.0,6.3,Konami,T
PC,2008.0,Puzzle,PopCap Games,0.05,78.0,7.3,PopCap,E
PS4,2015.0,Adventure,PQube,0.05,81.0,8.3,5pb,M
DS,2010.0,Puzzle,Rising Star Games,0.05,69.0,6.3,Prope,E
PS3,2008.0,Misc,Gamecock,0.05,51.0,4.5,Wideload Games Inc.,T
XB,2004.0,Action,Acclaim Entertainment,0.05,64.0,6.0,Acclaim Studios Cheltenham,T
GC,2002.0,Sports,Konami Digital Entertainment,0.05,62.0,7.5,KCEO,E
PS2,2006.0,Racing,Sega,0.05,81.0,8.8,Sumo Digital,E
XB,2003.0,Role-Playing,Mindscape,0.05,71.0,8.2,Arkane Studios,M
X360,2012.0,Misc,505 Games,0.05,77.0,6.7,Zoe Mode,E10+
DS,2006.0,Fighting,Majesco Entertainment,0.05,60.0,5.8,Arc System Works,T
GC,2002.0,Sports,THQ,0.05,68.0,4.5,Radical Entertainment,T
GBA,2002.0,Puzzle,Majesco Entertainment,0.05,70.0,7.5,Iridon Interactive AB,E
PC,2005.0,Shooter,LucasArts,0.05,78.0,8.7,LucasArts,T
GBA,2003.0,Puzzle,Activision,0.05,75.0,9.1,Mass Media,E
GC,2005.0,Platform,Global Star,0.05,58.0,7.5,High Voltage Software,E10+
GBA,2005.0,Action,Zoo Digital Publishing,0.05,73.0,7.5,Krome Studios,E10+
PC,2009.0,Strategy,PopCap Games,0.05,87.0,8.9,PopCap,E10+
DS,2008.0,Adventure,Deep Silver,0.05,71.0,7.6,"10tacle Studios, Fusionsphere Systems",T
PS2,2001.0,Platform,Midas Interactive Entertainment,0.05,65.0,7.8,Treasure,T
PSP,2006.0,Puzzle,D3Publisher,0.05,74.0,7.8,Now Production,E
3DS,2016.0,Action,Nintendo,0.05,64.0,5.1,"Next Level Games, Nintendo",T
GC,2003.0,Action,Kemco,0.05,65.0,7.5,Bits Studios,M
PC,2009.0,Racing,Codemasters,0.05,89.0,8.2,Codemasters,T
PC,2013.0,Shooter,505 Games,0.05,79.0,3.4,Overkill Software,M
PS2,2006.0,Racing,Global Star,0.05,48.0,7.5,Eutechnyx,E
PS2,2001.0,Platform,DreamCatcher Interactive,0.05,64.0,7.4,EKO Software,E
Wii,2007.0,Misc,Taito,0.05,43.0,4.8,"Taito Corporation, 505 Games",E10+
PS4,2016.0,Misc,Sega,0.05,78.0,7.4,Sega,T
XB,2003.0,Shooter,THQ,0.05,62.0,7.5,Outrage Games,T
GBA,2004.0,Action,Hip Interactive,0.05,40.0,7.5,Saffire,E
GC,2002.0,Sports,Vivendi Games,0.05,61.0,9.0,Papaya Studios,E
PC,2015.0,Strategy,Kalypso Media,0.05,63.0,5.4,Gaming Minds Studios,T
GBA,2004.0,Misc,Majesco Entertainment,0.05,52.0,7.5,One Man Band,E
PS,2000.0,Sports,Infogrames,0.05,48.0,7.5,Carapace,E
DS,2008.0,Simulation,Destineer,0.05,49.0,7.5,Big John Games,E10+
GBA,2001.0,Puzzle,Ubisoft,0.05,77.0,7.5,Taito Corporation,E
PS4,2015.0,Action,Deep Silver,0.05,64.0,5.7,Volition Inc.,M
GBA,2002.0,Puzzle,Acclaim Entertainment,0.05,71.0,7.5,PuzzleKings,E
PS2,2001.0,Racing,Titus,0.05,49.0,8.1,Team 17,E
GC,2005.0,Misc,Activision Value,0.05,44.0,7.5,Activision,E10+
PC,2016.0,Shooter,Electronic Arts,0.05,82.0,7.5,PopCap,E10+
GBA,2002.0,Shooter,BAM! Entertainment,0.05,61.0,7.5,Crawfish Interactive,T
DS,2007.0,Platform,THQ,0.05,54.0,7.5,Natsume,E
PC,2010.0,Shooter,Mastertronic,0.05,76.0,7.7,Raven Software,M
PS4,2016.0,Racing,Dusenberry Martin Racing,0.05,66.0,3.8,Dusenberry Martin Racing,E
DS,2006.0,Action,Game Factory,0.05,55.0,7.5,Firebrand Games,E
PS2,2005.0,Role-Playing,Namco Bandai Games,0.05,65.0,8.6,Bandai,E10+
PS4,2014.0,Role-Playing,Ubisoft,0.05,82.0,8.0,Ubisoft Montreal,E10+
GBA,2006.0,Action,THQ,0.05,56.0,7.5,Halfbrick Studios,E
PS2,2007.0,Strategy,Tecmo Koei,0.05,79.0,7.9,Vanilla Ware,E10+
PS3,2010.0,Shooter,Conspiracy Entertainment,0.05,45.0,7.5,Epicenter Studios,T
X360,2008.0,Sports,Navarre Corp,0.05,56.0,5.9,Liquid Dragon Studios,T
XB,2005.0,Action,Konami Digital Entertainment,0.05,30.0,3.4,Hothouse Creations,M
XB,2005.0,Sports,Electronic Arts,0.05,75.0,7.7,HB Studios Multimedia,E
PC,2004.0,Strategy,THQ,0.05,86.0,8.8,Relic,M
XB,2005.0,Misc,Empire Interactive,0.05,74.0,7.5,Empire Oxford,T
GBA,2003.0,Racing,Activision,0.05,80.0,9.4,Mass Media,E
PS,1998.0,Platform,ESP,0.05,69.0,7.5,Treasure,E
PSP,2006.0,Action,Tecmo Koei,0.05,57.0,8.1,Omega Force,T
PC,2003.0,Simulation,Microsoft Game Studios,0.05,85.0,9.0,Digital Anvil,T
PC,2009.0,Action,Activision,0.05,66.0,8.0,Traveller's Tales,E10+
GBA,2001.0,Sports,Starfish,0.05,69.0,7.5,Starfish,E
GC,2005.0,Racing,Activision,0.05,54.0,7.5,Creat Studios,T
PS2,2006.0,Sports,Electronic Arts,0.05,70.0,7.8,EA Canada,E
XB,2004.0,Action,Microsoft Game Studios,0.05,84.0,8.3,Tecmo,M
GC,2002.0,Sports,Electronic Arts,0.05,78.0,7.7,EA Sports,E
X360,2006.0,Strategy,Electronic Arts,0.05,79.0,7.5,EA LA,T
PC,2006.0,Racing,Electronic Arts,0.05,78.0,7.2,Black Box,E10+
XB,2004.0,Racing,Codemasters,0.05,83.0,7.5,Codemasters,E
PS,1999.0,Strategy,Tecmo Koei,0.05,73.0,7.1,Koei,E
PSP,2006.0,Racing,Activision,0.05,67.0,7.5,Left Field Productions,E
GC,2003.0,Sports,Atari,0.05,60.0,7.5,Bandai,E
GC,2003.0,Role-Playing,THQ,0.05,72.0,7.5,Cranky Pants Games,T
PC,2001.0,Strategy,Vivendi Games,0.05,81.0,8.2,Stainless Steel Studios,T
PS3,2013.0,Action,Capcom,0.05,75.0,7.4,WayForward,E
PC,2010.0,Strategy,Team17 Software,0.05,79.0,6.8,Team 17,E10+
GBA,2001.0,Sports,Konami Digital Entertainment,0.05,57.0,7.5,KCEO,E
PC,1998.0,Strategy,Activision,0.05,88.0,9.1,Blizzard Entertainment,T
PS2,2004.0,Sports,Jaleco,0.05,60.0,6.7,Blade Interactive,E
GBA,2002.0,Fighting,Acclaim Entertainment,0.05,58.0,7.5,Full-Fat,E
GBA,2002.0,Racing,Atari,0.05,82.0,7.5,Velez & Dubail,E
PSP,2006.0,Misc,Sony Computer Entertainment,0.05,50.0,7.8,FreeStyleGames,T
XB,2002.0,Fighting,Microsoft Game Studios,0.05,46.0,7.2,DreamFactory,T
XB,2004.0,Shooter,Global Star,0.05,59.0,7.5,Vicious Cycle,T
PC,2003.0,Racing,Electronic Arts,0.05,82.0,8.3,Black Box,E
GC,2005.0,Platform,Konami Digital Entertainment,0.05,54.0,7.5,Hudson Soft,E
DS,2009.0,Adventure,Mastiff,0.05,71.0,7.4,Renegade Kid,T
PSP,2006.0,Adventure,Namco Bandai Games,0.05,76.0,7.8,Smart Bomb Interactive,E10+
PSP,2007.0,Sports,Sega,0.05,79.0,7.7,Sumo Digital,E
XB,2005.0,Shooter,Majesco Entertainment,0.05,71.0,8.1,Artech Studios,M
PC,2004.0,Shooter,Ubisoft,0.05,89.0,8.1,Crytek,M
PS,2001.0,Role-Playing,Max Five,0.05,62.0,8.7,Max Five,E
DS,2006.0,Puzzle,Atari,0.05,70.0,7.5,Q Entertainment,E
XB,2002.0,Action,Jaleco,0.05,46.0,7.0,Jaleco Entertainment,T
PC,2010.0,Simulation,Paradox Interactive,0.05,49.0,6.2,VSTEP,E
PS,2001.0,Shooter,Namco Bandai Games,0.05,71.0,6.7,Flying Tiger Development,T
PSP,2006.0,Role-Playing,Konami Digital Entertainment,0.05,64.0,7.3,Konami Software Shanghai,E10+
XOne,2016.0,Sports,Konami Digital Entertainment,0.05,87.0,6.1,Konami,E
PC,2009.0,Sports,Electronic Arts,0.05,72.0,3.8,EA Sports,E
GC,2005.0,Shooter,Ubisoft,0.05,72.0,7.8,"Red Storm Entertainment, Ubisoft Montreal",M
XB,2006.0,Strategy,THQ,0.05,69.0,7.5,Pandemic Studios,M
PC,2000.0,Simulation,Electronic Arts,0.05,92.0,7.9,Maxis,T
PC,2011.0,Sports,Electronic Arts,0.05,72.0,3.9,Bright Future GmbH,E
PS2,2001.0,Misc,THQ,0.05,82.0,8.7,Koei/Inis,E
GC,2003.0,Puzzle,Jaleco,0.05,54.0,7.5,Runecraft,E
X360,2007.0,Sports,Activision Value,0.05,39.0,3.0,FUN Labs,T
XOne,2016.0,Strategy,Take-Two Interactive,0.05,87.0,8.1,Firaxis Games,T
X360,2014.0,Action,Tecmo Koei,0.05,50.0,5.3,"Spark Unlimited, comcept",M
X360,2010.0,Shooter,Conspiracy Entertainment,0.05,48.0,4.8,Epicenter Studios,T
GC,2002.0,Racing,Atari,0.05,56.0,7.5,Paradigm Entertainment,T
XB,2002.0,Sports,Codemasters,0.05,37.0,7.5,Atomic Planet Entertainment,T
DS,2007.0,Action,Game Factory,0.05,63.0,6.8,DC Studios,E10+
Wii,2007.0,Sports,SouthPeak Games,0.05,32.0,0.7,SouthPeak Games,E
X360,2008.0,Sports,Activision,0.05,41.0,7.2,FUN Labs,E
PC,2006.0,Strategy,THQ,0.05,93.0,8.8,Relic,M
Wii,2008.0,Misc,Majesco Entertainment,0.05,37.0,4.5,Coyote Console,E
PS4,2016.0,Racing,Milestone S.r.l,0.05,71.0,8.0,Milestone S.r.l,E
Wii,2006.0,Simulation,Konami Digital Entertainment,0.05,47.0,4.9,CAProduction,E
PC,2007.0,Simulation,Ubisoft,0.05,79.0,6.9,Ubisoft Romania,T
XB,2004.0,Strategy,LucasArts,0.05,69.0,7.0,Double Helix Games,T
DS,2006.0,Adventure,Zoo Digital Publishing,0.05,34.0,1.7,SkyRiver Studios,E
DS,2008.0,Puzzle,Deep Silver,0.05,53.0,7.5,Deep Silver,E
GBA,2003.0,Action,Atlus,0.05,75.0,8.4,Million,T
DS,2008.0,Misc,Rising Star Games,0.05,72.0,7.5,Rising Star Games,E
XB,2005.0,Misc,Crave Entertainment,0.05,60.0,2.7,Crave,E
DS,2005.0,Puzzle,Atari,0.05,38.0,6.2,Taito Corporation,E
XB,2003.0,Shooter,THQ,0.05,70.0,9.3,Yager,T
PSV,2016.0,Adventure,PQube,0.05,78.0,7.8,Kadokawa,M
XB,2003.0,Platform,SCi,0.05,58.0,6.9,UDS,T
PC,2007.0,Strategy,THQ,0.05,86.0,8.3,Gas Powered Games,E10+
Wii,2009.0,Sports,Playlogic Game Factory,0.05,62.0,5.3,Icon Games,E
PC,2009.0,Shooter,Activision,0.05,74.0,7.3,"id Software, Raven Software",M
PC,2001.0,Simulation,Microsoft Game Studios,0.05,84.0,8.4,Kuju Entertainment,E
GBA,2003.0,Misc,Activision,0.05,79.0,7.5,Aspyr,E
XOne,2016.0,Shooter,Capcom,0.05,63.0,6.3,Capcom,M
XB,2004.0,Shooter,Crave Entertainment,0.05,31.0,7.5,Point of View,T
DS,2008.0,Platform,Ubisoft,0.05,58.0,6.3,Gameloft,T
GC,2004.0,Shooter,Empire Interactive,0.05,35.0,2.0,Blitz Games,M
Wii,2007.0,Action,Take-Two Interactive,0.05,39.0,5.9,7 Studios,T
DS,2007.0,Simulation,Eidos Interactive,0.04,67.0,6.6,Tantalus Interactive,E
DS,2008.0,Misc,Eidos Interactive,0.04,67.0,7.5,Amaze Entertainment,E
PS2,2006.0,Fighting,Crave Entertainment,0.04,60.0,7.0,SNK Playmore,T
PSP,2006.0,Racing,Xplosiv,0.04,52.0,7.5,Razorworks,E
PS4,2016.0,Racing,Milestone S.r.l,0.04,71.0,8.1,Milestone S.r.l,E
DS,2008.0,Adventure,Rising Star Games,0.04,48.0,6.2,Killaware,T
PS2,2006.0,Sports,Activision,0.04,46.0,7.5,Blade Interactive,T
PS2,2007.0,Fighting,Unknown,0.04,77.0,8.3,Arc System Works,T
PC,2002.0,Action,Take-Two Interactive,0.04,88.0,9.1,Illusion Softworks,M
GC,2002.0,Platform,Ubisoft,0.04,61.0,3.0,Ubisoft Montreal,E
XB,2005.0,Shooter,Codemasters,0.04,64.0,8.3,Bohemia Interactive,T
DS,2007.0,Action,Take-Two Interactive,0.04,35.0,4.8,7 Studios,E10+
X360,2007.0,Sports,Sega,0.04,80.0,6.8,Sumo Digital,E
DS,2007.0,Strategy,Square Enix,0.04,72.0,8.9,Square Enix,E10+
PC,2009.0,Strategy,Kalypso Media,0.04,79.0,8.1,Haemimont,T
GBA,2004.0,Role-Playing,Konami Digital Entertainment,0.04,78.0,8.5,KCEJ,T
PC,2016.0,Adventure,Square Enix,0.04,83.0,8.6,DONTNOD Entertainment,M
GBA,2002.0,Shooter,THQ,0.04,65.0,7.5,Graphic State,T
PSP,2007.0,Action,Codemasters,0.04,49.0,7.5,IR Gurus,T
DS,2008.0,Adventure,D3Publisher,0.04,58.0,7.5,Art,E
PS4,2016.0,Action,Rebellion Developments,0.04,66.0,7.0,Rebellion,T
PC,2015.0,Sports,Konami Digital Entertainment,0.04,76.0,4.3,Konami,E
DS,2008.0,Role-Playing,Success,0.04,69.0,7.7,Success,E10+
XOne,2016.0,Action,Activision,0.04,55.0,6.0,PlatinumGames,T
PC,2009.0,Adventure,Focus Home Interactive,0.04,79.0,8.2,Pendulo Studios,T
GC,2007.0,Action,Disney Interactive Studios,0.04,68.0,7.5,Avalanche Software,E10+
XB,2006.0,Racing,Empire Interactive,0.04,73.0,7.3,Bugbear,T
PS2,2006.0,Shooter,Eidos Interactive,0.04,71.0,8.2,Rebellion,T
Wii,2008.0,Sports,Atari,0.04,37.0,7.8,Humongous Entertainment,E
PS2,2003.0,Action,Sega,0.04,61.0,7.5,Access Games,M
GBA,2003.0,Platform,Midway Games,0.04,43.0,7.5,Full-Fat,E
PC,2009.0,Action,Ubisoft,0.04,70.0,7.3,Ubisoft Romania,T
X360,2014.0,Shooter,Namco Bandai Games,0.04,35.0,5.8,CI Games,M
DS,2006.0,Simulation,505 Games,0.04,48.0,7.5,InterActive Vision Games,E10+
GC,2004.0,Action,Konami Digital Entertainment,0.04,60.0,7.5,Krome Studios,T
3DS,2015.0,Platform,Rising Star Games,0.04,82.0,8.5,WayForward,E10+
XB,2003.0,Strategy,Kool Kizz,0.04,74.0,8.8,SystemSoft,E
GBA,2004.0,Role-Playing,Ubisoft,0.04,65.0,7.5,Treasure,E
Wii,2007.0,Shooter,PQube,0.04,67.0,7.6,Alfa System,T
PS4,2014.0,Strategy,Tecmo Koei,0.04,80.0,8.1,Koei Tecmo Games,T
DS,2006.0,Sports,Electronic Arts,0.04,43.0,7.5,Exient Entertainment,E
GBA,2002.0,Shooter,BAM! Entertainment,0.04,60.0,7.5,Graphic State,E
PC,2007.0,Simulation,Monte Christo Multimedia,0.04,75.0,8.2,Monte Cristo Multimedia,E
PSP,2011.0,Adventure,5pb,0.04,67.0,8.2,5pb,M
X360,2006.0,Fighting,Ubisoft,0.04,60.0,6.1,G.Rev,T
XB,2004.0,Sports,Crave Entertainment,0.04,54.0,7.5,Lab Rats Games,E
PC,2006.0,Simulation,Ubisoft,0.04,86.0,8.8,1C: Maddox Games,T
GBA,2002.0,Misc,Ubisoft,0.04,76.0,7.5,Ubisoft,E
PS2,2005.0,Action,Vivendi Games,0.04,47.0,5.0,Opus,M
PC,2003.0,Strategy,Eidos Interactive,0.04,78.0,8.2,Pyro Studios,T
PSP,2007.0,Sports,Namco Bandai Games,0.04,68.0,6.3,"Namco Bandai Games America, Namco Bandai Games",E
XB,2003.0,Racing,Acclaim Entertainment,0.04,53.0,7.5,Acclaim,T
3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.04,43.0,8.3,Hellbent Games,E
Wii,2008.0,Action,Tecmo Koei,0.04,42.0,4.5,EKO Software,E10+
XB,2005.0,Sports,Global Star,0.04,66.0,7.7,Hypnotix,M
XOne,2015.0,Adventure,505 Games,0.04,81.0,8.9,Starbreeze,T
X360,2010.0,Shooter,Majesco Entertainment,0.04,38.0,1.7,Panic Button,T
DS,2008.0,Adventure,Legacy Interactive,0.04,43.0,7.5,Artefacts Studio,E
PC,2006.0,Adventure,DreamCatcher Interactive,0.04,66.0,7.4,Fusionsphere Systems,T
GBA,2002.0,Action,Activision,0.04,68.0,7.5,Torus Games,E
XB,2006.0,Racing,Electronic Arts,0.04,72.0,7.0,EA Tiburon,E
PS,2000.0,Simulation,Konami Digital Entertainment,0.04,74.0,8.3,Konami,E
XB,2004.0,Platform,Global Star,0.04,69.0,7.5,Artificial Mind and Movement,E
PS4,2015.0,Fighting,Marvelous Interactive,0.04,70.0,6.9,"Examu, Marvelous Inc.",T
DS,2007.0,Strategy,LucasArts,0.04,59.0,6.2,DC Studios,E
XB,2003.0,Fighting,Hudson Soft,0.04,61.0,8.6,Eighting/Raizing,T
PC,2010.0,Racing,Disney Interactive Studios,0.04,79.0,8.2,Black Rock Studio,E10+
XB,2002.0,Sports,Microids,0.04,67.0,7.5,Microids,E
PC,2012.0,Shooter,Capcom,0.04,69.0,5.9,"Capcom, QLOC",M
PSP,2007.0,Action,D3Publisher,0.04,75.0,7.3,Vicious Cycle,M
GC,2003.0,Sports,Midway Games,0.04,76.0,7.5,Midway,E
PSP,2007.0,Action,Conspiracy Entertainment,0.04,37.0,7.5,Conspiracy Entertainment,M
PC,2007.0,Racing,Electronic Arts,0.04,70.0,5.9,EA Games,E10+
GC,2004.0,Fighting,Atari,0.04,71.0,8.1,Black Ship Games,T
3DS,2015.0,Action,Ubisoft,0.04,46.0,5.8,Ubisoft Osaka,E
3DS,2015.0,Action,Nippon Ichi Software,0.04,45.0,5.6,"Prope, Kadokawa",E10+
PSP,2006.0,Racing,Namco Bandai Games,0.04,51.0,7.5,Smart Bomb Interactive,E
PSP,2008.0,Action,Konami Digital Entertainment,0.04,42.0,7.1,Krome Studios,T
Wii,2008.0,Puzzle,Avanquest,0.04,56.0,7.5,Paprikari,E
PC,2002.0,Simulation,Electronic Arts,0.04,92.0,8.2,Maxis,T
PC,2008.0,Action,LucasArts,0.04,78.0,7.7,Traveller's Tales,E10+
PC,2006.0,Simulation,Electronic Arts,0.04,76.0,7.7,Maxis,T
X360,2012.0,Fighting,Cloud Imperium Games Corporation,0.04,37.0,6.3,"Pipeworks Software, Inc.",M
Wii,2010.0,Platform,Flashpoint Games,0.04,70.0,8.6,Snap Dragon Games,E10+
PS4,2016.0,Sports,Alternative Software,0.04,64.0,6.8,Wicked Witch Software,E
PC,2009.0,Sports,Focus Home Interactive,0.04,72.0,6.5,Cyanide,T
PC,2004.0,Strategy,Ascaron Entertainment GmbH,0.04,75.0,7.7,Ascaron Entertainment GmbH,T
XB,2004.0,Simulation,Global Star,0.04,41.0,4.0,Starsphere Interactive,E
PC,2009.0,Strategy,THQ,0.04,70.0,7.2,Relic,M
Wii,2007.0,Fighting,505 Games,0.04,75.0,8.4,Arc System Works,T
DS,2006.0,Action,DSI Games,0.04,47.0,7.5,Black Lantern Studios,E
PS2,2001.0,Shooter,3DO,0.04,59.0,5.5,3DO,T
GBA,2004.0,Action,Electronic Arts,0.04,61.0,7.5,Magic Pockets,T
PC,2008.0,Action,Capcom,0.04,78.0,8.5,Capcom,M
XB,2005.0,Fighting,Capcom,0.04,61.0,7.5,Capcom,T
